"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"428","9","COMPARTMENTS","","Extracellular exosome","0.0196","MIF|MPO|WNT5A|ACE|FABP5|CD86|DPP4|ACE2|MME","55687","17803|17785|17812|17896|18025|18019|17866|17887|18109","2.1E-4","","GOCC:0070062","0.1707743928643524","0"
"24","3","COMPARTMENTS","","interleukin-12 complex","0.0201","CD86|CD8A|TNF","55687","18019|17806|18010","2.7E-4","","GOCC:0043514","0.16968039425795112","0"
"181","6","COMPARTMENTS","","Membrane raft","0.0201","NOS3|ABCA1|CD8A|ACE2|TNF|MME","55687","18013|17923|17806|17887|18010|18109","2.5E-4","","GOCC:0045121","0.16968039425795112","0"
"796","13","GO Molecular Function","","Lipid binding","0.0201","RORA|WNT5A|PPARG|FABP5|RORC|NR3C2|NR5A2|SGK1|ABCA1|SHBG|FITM2|TRPV4|MME","55687","17821|17812|18040|18025|17992|18079|17830|17917|17923|17788|18076|17875|18109","1.0E-4","","GO:0008289","0.16968039425795112","0"
"48","4","GO Molecular Function","","Coreceptor activity","0.0201","CCR5|CD28|CD86|CD8A","55687","18133|18067|18019|17806","1.0E-4","","GO:0015026","0.16968039425795112","0"
"540","10","DISEASES","","Bone disease","0.0208","MIF|CYP27B1|CD28|CCR6|STAT4|CARD9|GATA3|XDH|TNF|TRPV4","55687","17803|17872|18067|18136|17953|18139|17899|17800|18010|17875","2.6E-4","","DOID:0080001","0.16819366650372386","0"
"325","7","GO Biological Process","","Angiogenesis","0.0209","RORA|PDE3B|ACE|NOS3|ANGPT2|GATA2|ADM2","55687","17821|18049|17896|18013|17908|17842|17881","9.7E-4","","GO:0001525","0.1679853713888946","0"
"8","2","GO Biological Process","","Negative regulation of low-density lipoprotein particle clearance","0.0209","PCSK9|LDLR","55687","18007|17878","9.6E-4","","GO:0010989","0.1679853713888946","0"
"8","2","GO Biological Process","","Positive regulation of interleukin-18 production","0.0209","TLR9|TNF","55687","18148|18010","9.6E-4","","GO:0032741","0.1679853713888946","0"
"89","4","GO Biological Process","","Regulation of fibroblast proliferation","0.0209","MIF|WNT5A|PPARG|CD248","55687","17803|17812|18040|18115","9.7E-4","","GO:0048145","0.1679853713888946","0"
"8","2","GO Biological Process","","Host-mediated regulation of intestinal microbiota composition","0.0209","CX3CR1|CARD9","55687","18145|18139","9.6E-4","","GO:0048874","0.1679853713888946","0"
"8","2","GO Biological Process","","Regulation of branching involved in salivary gland morphogenesis","0.0209","HGF|TNF","55687","18130|18010","9.6E-4","","GO:0060693","0.1679853713888946","0"
"8","2","GO Biological Process","","Necroptotic signaling pathway","0.0209","RIPK3|TNF","55687","18121|18010","9.6E-4","","GO:0097527","0.1679853713888946","0"
"89","4","GO Biological Process","","Calcium ion transmembrane import into cytosol","0.0209","CCR7|CCR5|TRPM2|TRPV4","55687","17944|18133|17773|17875","9.7E-4","","GO:0097553","0.1679853713888946","0"
"8","2","GO Biological Process","","Amyloid-beta clearance by cellular catabolic process","0.0209","MME|LDLR","55687","18109|17878","9.6E-4","","GO:0150094","0.1679853713888946","0"
"8","2","GO Biological Process","","Positive regulation of oxidative stress-induced neuron death","0.0209","TRPM2|TNF","55687","17773|18010","9.6E-4","","GO:1903223","0.1679853713888946","0"
"8","2","GO Biological Process","","Cellular response to aldosterone","0.0209","ACE|SGK1","55687","17896|17917","9.6E-4","","GO:1904045","0.1679853713888946","0"
"8","2","GO Biological Process","","Negative regulation of morphogenesis of an epithelium","0.0209","WNT5A|TNF","55687","17812|18010","9.6E-4","","GO:1905331","0.1679853713888946","0"
"236","6","GO Biological Process","","Regulation of muscle system process","0.021","PPARG|NOS3|ADORA2B|ADA|ACE2|TRPV4","55687","18040|18013|17791|17926|17887|17875","9.9E-4","","GO:0090257","0.16777807052660806","0"
"45","3","WikiPathways","","Prostaglandin synthesis and regulation","0.0212","PPARGC1A|PPARG|PPARGC1B","55687","17956|18040|17776","0.0015","","WP98","0.16736641390712487","0"
"532","9","GO Biological Process","","Response to inorganic substance","0.0213","RIPK3|MPO|CCR7|WNT5A|NOS3|TLR9|ADA|TRPM2|GIPR","55687","18121|17785|17944|17812|18013|18148|17926|17773|17818","0.001","","GO:0010035","0.16716203965612625","0"
"90","4","GO Biological Process","","Negative regulation of NF-kappaB transcription factor activity","0.0214","NLRC5|NLRP3|TLR9|AIM2","55687","18085|17857|18148|17962","0.001","","GO:0032088","0.16695862266508094","0"
"39","3","GO Biological Process","","Positive regulation of heart contraction","0.0214","ADA|ADM2|ACE2","55687","17926|17881|17887","0.001","","GO:0045823","0.16695862266508094","0"
"24","3","DISEASES","","Pneumonia","0.0214","CD8A|ACE2|TNF","55687","17806|17887|18010","2.7E-4","","DOID:552","0.16695862266508094","0"
"2378","26","Monarch Phenotype","","Cardiovascular measurement","0.0216","AMH|MPO|KLB|RORA|NLRC5|PPARGC1A|PDE3B|PPARG|NRG1|PCSK9|PPARGC1B|CCR6|GATA2|NR3C2|NR5A2|SGK1|ABCA1|GATA3|SHBG|NRG4|TMEM26|LDLR|GIPR|SARM1|ABO|DAPK2","55687","17869|17785|17890|17821|18085|17956|18049|18040|17938|18007|17776|18136|17842|18079|17830|17917|17923|17899|17788|18118|17809|17878|17818|18058|18061|17836","3.01E-5","","EFO:0004298","0.1665546248849069","0"
"350","8","DISEASES","","Urinary system disease","0.0221","MPO|CYP27B1|ACE|CD248|NR3C2|CD8A|TNF|MME","55687","17785|17872|17896|18115|18079|17806|18010|18109","2.8E-4","","DOID:18","0.1655607726314889","0"
"239","6","GO Biological Process","","Regulation of hormone secretion","0.0223","OSM|PPARG|TRPM2|TNF|GIPR|CCL5","55687","17935|18040|17773|18010|17818|17989","0.0011","","GO:0046883","0.16516951369518393","0"
"64","4","DISEASES","","Lung cancer","0.0223","NAPSA|NRG1|CD8A|TNF","55687","18022|17938|17806|18010","3.0E-4","","DOID:1324","0.16516951369518393","0"
"186","6","DISEASES","","Gonadal disease","0.0223","AMH|NAPSA|NR3C2|SHBG|ACE2|MME","55687","17869|18022|18079|17788|17887|18109","2.9E-4","","DOID:2277","0.16516951369518393","0"
"1682","21","Monarch Phenotype","","Abnormality of the immune system","0.0223","TBX21|MIF|MPO|RORA|PPARG|NOS3|CD28|RORC|NLRP3|GATA2|CD3E|CARD9|ADA|ABCA1|GATA3|XDH|LILRB4|CD8A|MME|DOCK2|ABO","55687","17893|17803|17785|17821|18040|18013|18067|17992|17857|17842|18151|18139|17926|17923|17899|17800|18001|17806|18109|17950|18061","3.28E-5","","HP:0002715","0.16516951369518393","0"
"25","3","DISEASES","","Female reproductive organ benign neoplasm","0.0224","AMH|NAPSA|SHBG","55687","17869|18022|17788","3.0E-4","","DOID:0060086","0.16497519816658374","0"
"25","3","DISEASES","","Congestive heart failure","0.0224","ACE|S100B|NR3C2","55687","17896|17977|18079","3.0E-4","","DOID:6000","0.16497519816658374","0"
"20","3","GO Cellular Component","","Endolysosome membrane","0.0227","PCSK9|TLR9|LDLR","55687","18007|18148|17878","1.7E-4","","GO:0036020","0.16439741428068771","0"
"40","3","GO Biological Process","","Regulation of type I interferon-mediated signaling pathway","0.0229","USP18|NLRC5|WNT5A","55687","17971|18085|17812","0.0011","","GO:0060338","0.1640164517660112","0"
"40","3","GO Biological Process","","Cellular response to osmotic stress","0.0229","SLC2A4|NLRP3|TRPV4","55687","17941|17857|17875","0.0011","","GO:0071470","0.1640164517660112","0"
"2","2","GO Molecular Function","","Peptidyl-dipeptidase activity","0.0229","ACE|ACE2","55687","17896|17887","1.3E-4","","GO:0008241","0.1640164517660112","0"
"28","3","Reactome Pathways","","TRP channels","0.0229","RIPK3|TRPM2|TRPV4","55687","18121|17773|17875","4.1E-4","","HSA-3295583","0.1640164517660112","0"
"4","2","DISEASES","","Left bundle branch hemiblock","0.0232","ACE|NR3C2","55687","17896|18079","3.2E-4","","DOID:10272","0.16345120151091003","0"
"270","7","DISEASES","","Heart disease","0.0232","ACE|S100B|NR3C2|ACE2|TNF|ABO|TINCR","55687","17896|17977|18079|17887|18010|18061|17974","3.3E-4","","DOID:114","0.16345120151091003","0"
"1154","15","DISEASES","","Musculoskeletal system disease","0.0232","MIF|CYP27B1|PPARG|NOS3|CD28|CCR6|STAT4|CARD9|GATA3|XDH|CD8A|TNF|TRPV4|MME|TLR5","55687","17803|17872|18040|18013|18067|18136|17953|18139|17899|17800|17806|18010|17875|18109|17845","3.4E-4","","DOID:17","0.16345120151091003","0"
"192","6","DISEASES","","Female reproductive system disease","0.0232","AMH|NAPSA|CARD9|SHBG|TNF|MME","55687","17869|18022|18139|17788|18010|18109","3.4E-4","","DOID:229","0.16345120151091003","0"
"4","2","DISEASES","","Smallpox","0.0232","CD8A|DUSP14","55687","17806|17995","3.2E-4","","DOID:8736","0.16345120151091003","0"
"4","2","DISEASES","","Systolic heart failure","0.0232","ACE|NR3C2","55687","17896|18079","3.2E-4","","DOID:9651","0.16345120151091003","0"
"4","2","COMPARTMENTS","","XRCC2-RAD51D complex","0.0233","CCR7|CD28","55687","17944|18067","3.2E-4","","GOCC:0033064","0.1632644078973981","0"
"47","3","WikiPathways","","Energy metabolism","0.0234","PPARGC1A|PPARG|PPARGC1B","55687","17956|18040|17776","0.0017","","WP1541","0.1630784142589857","0"
"1723","18","GO Biological Process","","Tissue development","0.0235","AMH|HGF|CYP27B1|WNT5A|PPARGC1A|PPARG|NRG1|F2RL1|FABP5|NOS3|RORC|GATA2|NR5A2|ADA|GATA3|CCM2|TRPV4|AGAP2","55687","17869|18130|17872|17812|17956|18040|17938|17965|18025|18013|17992|17842|17830|17926|17899|18088|17875|18082","0.0011","","GO:0009888","0.16289321377282637","0"
"100","4","KEGG Pathways","","T cell receptor signaling pathway","0.0235","CD28|CD3E|CD8A|TNF","55687","18067|18151|17806|18010","0.0015","","hsa04660","0.16289321377282637","0"
"45","3","KEGG Pathways","","Type II diabetes mellitus","0.0235","SLC2A4|PRKCZ|TNF","55687","17941|17983|18010","0.0015","","hsa04930","0.16289321377282637","0"
"46","3","KEGG Pathways","","Malaria","0.0235","HGF|TLR9|TNF","55687","18130|18148|18010","0.0016","","hsa05144","0.16289321377282637","0"
"234","7","GO Molecular Function","","Cytokine activity","0.0241","MIF|OSM|WNT5A|NRG1|TNF|CCL5|CCL4","55687","17803|17935|17812|17938|18010|17989|18100","1.4E-4","","GO:0005125","0.16179829574251317","0"
"101","5","GO Molecular Function","","Steroid binding","0.0241","RORA|RORC|NR3C2|ABCA1|SHBG","55687","17821|17992|18079|17923|17788","1.4E-4","","GO:0005496","0.16179829574251317","0"
"19","3","GO Molecular Function","","Apolipoprotein binding","0.0241","PCSK9|ABCA1|LILRB4","55687","18007|17923|18001","1.4E-4","","GO:0034185","0.16179829574251317","0"
"436","8","GO Biological Process","","Modulation of chemical synaptic transmission","0.0243","ACE|S100B|CCR2|ADORA2B|CX3CR1|PRKCZ|TNF|MME","55687","17896|17977|18124|17791|18145|17983|18010|18109","0.0012","","GO:0050804","0.16143937264016878","0"
"27","3","DISEASES","","Myocardial infarction","0.0244","ACE|NOS3|PCSK9","55687","17896|18013|18007","3.7E-4","","DOID:5844","0.16126101736612705","0"
"9","2","GO Biological Process","","Allantoin metabolic process","0.0245","ADA|XDH","55687","17926|17800","0.0012","","GO:0000255","0.16108339156354673","0"
"9","2","GO Biological Process","","Establishment of T cell polarity","0.0245","CCR7|DOCK2","55687","17944|17950","0.0012","","GO:0001768","0.16108339156354673","0"
"9","2","GO Biological Process","","Angiotensin maturation","0.0245","ACE|ACE2","55687","17896|17887","0.0012","","GO:0002003","0.16108339156354673","0"
"9","2","GO Biological Process","","Regulation of blood volume by renin-angiotensin","0.0245","ACE|ACE2","55687","17896|17887","0.0012","","GO:0002016","0.16108339156354673","0"
"9","2","GO Biological Process","","Regulation of alkaline phosphatase activity","0.0245","PPARGC1B|TNF","55687","17776|18010","0.0012","","GO:0010692","0.16108339156354673","0"
"94","4","GO Biological Process","","Regulation of fatty acid metabolic process","0.0245","PPARGC1A|PPARG|FABP5|TRIB3","55687","17956|18040|18025|18097","0.0012","","GO:0019217","0.16108339156354673","0"
"9","2","GO Biological Process","","CD4-positive, alpha-beta T cell proliferation","0.0245","CD28|CD3E","55687","18067|18151","0.0012","","GO:0035739","0.16108339156354673","0"
"9","2","GO Biological Process","","Peyers patch development","0.0245","RORC|ADA","55687","17992|17926","0.0012","","GO:0048541","0.16108339156354673","0"
"48","3","KEGG Pathways","","Cholesterol metabolism","0.0249","PCSK9|ABCA1|LDLR","55687","18007|17923|17878","0.0018","","hsa04979","0.16038006529042637","0"
"42","3","GO Biological Process","","Positive regulation of immunoglobulin mediated immune response","0.0255","TBX21|CD28|TNF","55687","17893|18067|18010","0.0012","","GO:0002891","0.1593459819566045","0"
"42","3","GO Biological Process","","Positive regulation of JUN kinase activity","0.0255","WNT5A|TLR9|TNF","55687","17812|18148|18010","0.0012","","GO:0043507","0.1593459819566045","0"
"566","10","COMPARTMENTS","","Lysosome","0.0259","MPO|NAPSA|ACE|FABP5|PCSK9|DPP4|TLR9|ADA|TRPM2|LDLR","55687","17785|18022|17896|18025|18007|17866|18148|17926|17773|17878","3.7E-4","","GOCC:0005764","0.15867002359187482","0"
"96","4","GO Biological Process","","Cellular response to alcohol","0.026","PPARG|ACE|SGK1|ACACA","55687","18040|17896|17917|17920","0.0013","","GO:0097306","0.1585026652029182","0"
"130","5","TISSUES","","Mononuclear cell","0.0261","CCR2|LY86|LILRB4|CD8A|TNF","55687","18124|17905|18001|17806|18010","4.4E-4","","BTO:0000878","0.1583359492661719","0"
"130","5","TISSUES","","Endothelial cell","0.0261","RORA|ACE|NOS3|ANGPT2|GATA2","55687","17821|17896|18013|17908|17842","4.4E-4","","BTO:0001176","0.1583359492661719","0"
"5","2","TISSUES","","Arteriole","0.0261","ACE|NOS3","55687","17896|18013","4.5E-4","","BTO:0001997","0.1583359492661719","0"
"5","2","TISSUES","","Alveolar epithelium","0.0261","ACE2|TNF","55687","17887|18010","4.5E-4","","BTO:0003511","0.1583359492661719","0"
"12","2","WikiPathways","","Nanoparticle triggered regulated necrosis","0.0263","RIPK3|TNF","55687","18121|18010","0.0019","","WP2513","0.15800442515102422","0"
"70","4","DISEASES","","Pancreas disease","0.0265","SLC2A4|NR5A2|SHBG|TNF","55687","17941|17830|17788|18010","4.1E-4","","DOID:26","0.1576754126063192","0"
"28","3","DISEASES","","Juvenile rheumatoid arthritis","0.0265","MIF|STAT4|TNF","55687","17803|17953|18010","4.1E-4","","DOID:676","0.1576754126063192","0"
"43","3","GO Biological Process","","Negative regulation of endothelial cell proliferation","0.0269","PPARG|XDH|TNF","55687","18040|17800|18010","0.0013","","GO:0001937","0.1570247719997592","0"
"43","3","GO Biological Process","","Cellular extravasation","0.0269","CCR2|CX3CR1|TNF","55687","18124|18145|18010","0.0013","","GO:0045123","0.1570247719997592","0"
"250","6","GO Biological Process","","Regulation of protein secretion","0.0269","PPARG|F2RL1|TRPM2|TNF|GIPR|CCL5","55687","18040|17965|17773|18010|17818|17989","0.0013","","GO:0050708","0.1570247719997592","0"
"1067","14","TISSUES","","Leukemia cell","0.0269","MPO|NOS3|PCSK9|SLC2A4|CD28|GATA2|TLR9|CD3E|ADA|GATA3|CCM2|TRPM2|HMGA1|DOCK2","55687","17785|18013|18007|17941|18067|17842|18148|18151|17926|17899|18088|17773|17914|17950","5.0E-4","","BTO:0001271","0.1570247719997592","0"
"74","4","TISSUES","","Vascular endothelial cell","0.0269","RORA|ACE|NOS3|ANGPT2","55687","17821|17896|18013|17908","5.0E-4","","BTO:0001854","0.1570247719997592","0"
"168","5","GO Biological Process","","Negative regulation of MAPK cascade","0.0274","PPARG|F2RL1|TLR9|LILRB4|ACE2","55687","18040|17965|18148|18001|17887","0.0013","","GO:0043409","0.1562249437179612","0"
"447","8","GO Biological Process","","Regulation of nervous system development","0.0276","HGF|WNT5A|PPARG|ACE|CX3CR1|TNF|MME|LDLR","55687","18130|17812|18040|17896|18145|18010|18109|17878","0.0014","","GO:0051960","0.15590909179347823","0"
"252","6","GO Biological Process","","Defense response to virus","0.0278","RIPK3|NLRC5|F2RL1|TLR9|AIM2|CARD9","55687","18121|18085|17965|18148|17962|18139","0.0014","","GO:0051607","0.15559552040819238","0"
"170","5","GO Biological Process","","Female pregnancy","0.0283","CYP27B1|ACE|SLC19A1|ANGPT2|ACE2","55687","17872|17896|17827|17908|17887","0.0014","","GO:0007565","0.15482135644757097","0"
"10","2","GO Biological Process","","Negative regulation of cholesterol storage","0.0283","PPARG|ABCA1","55687","18040|17923","0.0014","","GO:0010887","0.15482135644757097","0"
"10","2","GO Biological Process","","Negative regulation of muscle adaptation","0.0283","PPARG|NOS3","55687","18040|18013","0.0014","","GO:0014745","0.15482135644757097","0"
"10","2","GO Biological Process","","Positive regulation of lipopolysaccharide-mediated signaling pathway","0.0283","MIF|LY86","55687","17803|17905","0.0014","","GO:0031666","0.15482135644757097","0"
"10","2","GO Biological Process","","Positive regulation of isotype switching to IgG isotypes","0.0283","TBX21|CD28","55687","17893|18067","0.0014","","GO:0048304","0.15482135644757097","0"
"10","2","GO Biological Process","","Vagina development","0.0283","WNT5A|MERTK","55687","17812|18070","0.0014","","GO:0060068","0.15482135644757097","0"
"99","4","GO Biological Process","","Regulation of protein tyrosine kinase activity","0.0283","NRG1|ACE|LILRB4|CCL5","55687","17938|17896|18001|17989","0.0014","","GO:0061097","0.15482135644757097","0"
"10","2","GO Biological Process","","Negative regulation of thymocyte apoptotic process","0.0283","RORC|ADA","55687","17992|17926","0.0014","","GO:0070244","0.15482135644757097","0"
"10","2","GO Biological Process","","Regulation of gap junction assembly","0.0283","ACE|ACE2","55687","17896|17887","0.0014","","GO:1903596","0.15482135644757097","0"
"10","2","GO Biological Process","","Positive regulation of glial cell migration","0.0283","CCR2|CX3CR1","55687","18124|18145","0.0014","","GO:1903977","0.15482135644757097","0"
"10","2","GO Biological Process","","Positive regulation of chemokine (C-X-C motif) ligand 2 production","0.0283","MIF|TNF","55687","17803|18010","0.0014","","GO:2000343","0.15482135644757097","0"
"10","2","GO Biological Process","","Positive regulation of dendritic cell chemotaxis","0.0283","CCR7|CCR6","55687","17944|18136","0.0014","","GO:2000510","0.15482135644757097","0"
"10","2","GO Biological Process","","Positive regulation of CD4-positive, alpha-beta T cell proliferation","0.0283","CD28|CD3E","55687","18067|18151","0.0014","","GO:2000563","0.15482135644757097","0"
"5","2","DISEASES","","Middle East respiratory syndrome","0.0284","DPP4|ACE2","55687","17866|17887","4.5E-4","","DOID:0080642","0.15466816599529623","0"
"5","2","DISEASES","","Pulmonary edema","0.0284","ACE2|TNF","55687","17887|18010","4.5E-4","","DOID:11396","0.15466816599529623","0"
"5","2","DISEASES","","Familial hypercholesterolemia","0.0284","PCSK9|LDLR","55687","18007|17878","4.5E-4","","DOID:13810","0.15466816599529623","0"
"5","2","DISEASES","","Amenorrhea","0.0284","AMH|SHBG","55687","17869|17788","4.5E-4","","DOID:13938","0.15466816599529623","0"
"72","4","DISEASES","","Lipid metabolism disorder","0.0284","PCSK9|NR3C2|ABCA1|LDLR","55687","18007|18079|17923|17878","4.5E-4","","DOID:3146","0.15466816599529623","0"
"5","2","DISEASES","","Anovulation","0.0284","AMH|SHBG","55687","17869|17788","4.5E-4","","DOID:3781","0.15466816599529623","0"
"338","8","GO Cellular Component","","Endocytic vesicle","0.0288","MPO|WNT5A|NOS3|DPP4|TLR9|ABCA1|ACE2|LDLR","55687","17785|17812|18013|17866|18148|17923|17887|17878","2.3E-4","","GO:0030139","0.15406075122407692","0"
"30","3","DISEASES","","Ischemia","0.0288","ACE|NOS3|TNF","55687","17896|18013|18010","4.9E-4","","DOID:326","0.15406075122407692","0"
"5","2","COMPARTMENTS","","Inhibin B complex","0.0289","AMH|SHBG","55687","17869|17788","4.5E-4","","GOCC:0043513","0.1539102157243452","0"
"45","3","GO Biological Process","","Positive regulation of B cell proliferation","0.0294","MIF|TLR9|ADA","55687","17803|18148|17926","0.0015","","GO:0030890","0.15316526695878427","0"
"45","3","GO Biological Process","","Positive regulation of receptor signaling pathway via JAK-STAT","0.0294","TNF|AGAP2|CCL5","55687","18010|18082|17989","0.0015","","GO:0046427","0.15316526695878427","0"
"45","3","GO Biological Process","","Regulation of T cell receptor signaling pathway","0.0294","CCR7|ADA|LILRB4","55687","17944|17926|18001","0.0015","","GO:0050856","0.15316526695878427","0"
"13","2","WikiPathways","","Control of immune tolerance by vasoactive intestinal peptide","0.0297","CD28|CD86","55687","18067|18019","0.0022","","WP4484","0.15272435506827878","0"
"13","2","WikiPathways","","Purine metabolism","0.0297","ADA|XDH","55687","17926|17800","0.0022","","WP4792","0.15272435506827878","0"
"6","2","TISSUES","","Soleus","0.0303","PPARGC1A|SLC2A4","55687","17956|17941","6.0E-4","","BTO:0001265","0.1518557371497695","0"
"174","5","GO Biological Process","","Negative regulation of DNA-binding transcription factor activity","0.0308","NLRC5|SFRP5|NLRP3|TLR9|AIM2","55687","18085|17968|17857|18148|17962","0.0016","","GO:0043433","0.15114492834995558","0"
"46","3","GO Biological Process","","Purine ribonucleotide catabolic process","0.031","ADA|XDH|FITM2","55687","17926|17800|18076","0.0016","","GO:0009154","0.15086383061657274","0"
"938","12","GO Biological Process","","Anatomical structure formation involved in morphogenesis","0.0316","RORA|WNT5A|PDE3B|ACE|NOS3|PPARGC1B|ANGPT2|GATA2|ADA|GATA3|ADM2|DOCK2","55687","17821|17812|18049|17896|18013|17776|17908|17842|17926|17899|17881|17950","0.0016","","GO:0048646","0.1500312917381596","0"
"33","3","TISSUES","","Aorta endothelium","0.0317","RIPK3|NOS3|TRPV4","55687","18121|18013|17875","6.4E-4","","BTO:0000394","0.14989407377822486","0"
"103","4","GO Biological Process","","Negative regulation of cellular response to growth factor stimulus","0.0318","WNT5A|PPARG|GATA3|XDH","55687","17812|18040|17899|17800","0.0016","","GO:0090288","0.14975728800155674","0"
"103","4","GO Biological Process","","Cellular response to ketone","0.0318","PPARG|ACE|SGK1|ACACA","55687","18040|17896|17917|17920","0.0016","","GO:1901655","0.14975728800155674","0"
"32","3","Reactome Pathways","","Nuclear signaling by ERBB4","0.032","NRG1|S100B|NRG4","55687","17938|17977|18118","5.9E-4","","HSA-1251985","0.1494850021680094","0"
"11","2","GO Biological Process","","Negative regulation of T cell cytokine production","0.0321","TBX21|LILRB4","55687","17893|18001","0.0016","","GO:0002725","0.1493494967595128","0"
"11","2","GO Biological Process","","Receptor-mediated endocytosis of virus by host cell","0.0321","DPP4|ACE2","55687","17866|17887","0.0016","","GO:0019065","0.1493494967595128","0"
"11","2","GO Biological Process","","Positive regulation of interleukin-5 production","0.0321","PRKCZ|GATA3","55687","17983|17899","0.0016","","GO:0032754","0.1493494967595128","0"
"11","2","GO Biological Process","","Positive thymic T cell selection","0.0321","CD3E|DOCK2","55687","18151|17950","0.0016","","GO:0045059","0.1493494967595128","0"
"691","10","GO Biological Process","","Negative regulation of cellular component organization","0.0321","HGF|WNT5A|PPARG|ACE|PCSK9|DPP4|PRKCZ|TNF|TRPV4|LDLR","55687","18130|17812|18040|17896|18007|17866|17983|18010|17875|17878","0.0017","","GO:0051129","0.1493494967595128","0"
"11","2","GO Biological Process","","Thymocyte apoptotic process","0.0321","WNT5A|ADA","55687","17812|17926","0.0016","","GO:0070242","0.1493494967595128","0"
"11","2","GO Biological Process","","Endothelial cell apoptotic process","0.0321","CD248|TNF","55687","18115|18010","0.0016","","GO:0072577","0.1493494967595128","0"
"1210","14","GO Biological Process","","Lipid metabolic process","0.0322","MIF|CYP27B1|PPARGC1A|PPARG|FABP5|PCSK9|NR5A2|CYP2J2|ABCA1|FITM2|LDLR|ABO|ACACA|SOCS7","55687","17803|17872|17956|18040|18025|18007|17830|17986|17923|18076|17878|18061|17920|17848","0.0017","","GO:0006629","0.14921441283041692","0"
"47","3","GO Biological Process","","Negative chemotaxis","0.0322","WNT5A|NRG1|DPP4","55687","17812|17938|17866","0.0017","","GO:0050919","0.14921441283041692","0"
"574","9","GO Biological Process","","Cellular response to organonitrogen compound","0.0322","PDE3B|PPARG|PCSK9|SLC2A4|TLR9|PRKCZ|TRPM2|TNF|TRIB3","55687","18049|18040|18007|17941|18148|17983|17773|18010|18097","0.0017","","GO:0071417","0.14921441283041692","0"
"14","2","WikiPathways","","Cancer immunotherapy by CTLA4 blockade","0.0327","CD28|CD86","55687","18067|18019","0.0025","","WP4582","0.14854522473397141","0"
"1087","16","Monarch Phenotype","","Infectious disease biomarker","0.0329","TBX21|MPO|CCR7|NLRC5|DNAJC27|NRG1|S100B|CD86|GATA2|NR3C2|CX3CR1|GATA3|IRF4|HMGA1|ABO|ACACA","55687","17893|17785|17944|18085|17998|17938|17977|18019|17842|18079|18145|17899|18103|17914|18061|17920","5.12E-5","","EFO:0006843","0.14828041020500257","0"
"1079","13","GO Biological Process","","Cell-cell signaling","0.0332","AMH|HGF|WNT5A|SFRP5|NRG1|CCR5|MERTK|CX3CR1|ABCA1|GATA3|TRPV4|CCL5|CCL4","55687","17869|18130|17812|17968|17938|18133|18070|18145|17923|17899|17875|17989|18100","0.0017","","GO:0007267","0.14788619162959638","0"
"105","4","GO Biological Process","","Cellular response to interferon-gamma","0.0332","WNT5A|TNF|CCL5|CCL4","55687","17812|18010|17989|18100","0.0017","","GO:0071346","0.14788619162959638","0"
"6","2","DISEASES","","Cardiac arrest","0.0332","ACE|S100B","55687","17896|17977","6.0E-4","","DOID:0060319","0.14788619162959638","0"
"6","2","DISEASES","","Secondary hypertension","0.0332","ACE|NR3C2","55687","17896|18079","6.0E-4","","DOID:11130","0.14788619162959638","0"
"6","2","DISEASES","","Hyperandrogenism","0.0332","AMH|SHBG","55687","17869|17788","6.0E-4","","DOID:11613","0.14788619162959638","0"
"7068","49","UniProt Keywords","","Membrane","0.0334","RIPK3|CYP27B1|CCR7|KLB|ADAM28|PDE3B|NRG1|ACE|NCR1|CCR2|CCR5|MERTK|F2RL1|NOS3|ADORA2B|CD248|SLC19A1|SLC2A4|CD28|CD86|NLRP3|CCR6|NR3C2|CX3CR1|DPP4|TLR9|CD3E|SGK1|CYP2J2|ADA|ABCA1|PRKCZ|STEAP4|LILRB4|NRG4|FITM2|TRPM2|TMEM26|CD8A|ACE2|TNF|TRPV4|MME|DOCK2|LDLR|GIPR|ABO|TLR5|SOCS7","55687","18121|17872|17944|17890|18016|18049|17938|17896|17929|18124|18133|18070|17965|18013|17791|18115|17827|17941|18067|18019|17857|18136|18079|18145|17866|18148|18151|17917|17986|17926|17923|17983|17797|18001|18118|18076|17773|17809|17806|17887|18010|17875|18109|17950|17878|17818|18061|17845|17848","7.0E-4","","KW-0472","0.14762535331884355","0"
"48","3","GO Biological Process","","Regulation of cellular respiration","0.0337","PPARGC1A|TNF|TRPV4","55687","17956|18010|17875","0.0018","","GO:0043457","0.14723700991286615","0"
"48","3","GO Biological Process","","Positive regulation of muscle contraction","0.0337","ADA|ACE2|TRPV4","55687","17926|17887|17875","0.0018","","GO:0045933","0.14723700991286615","0"
"216","6","DISEASES","","Intestinal disease","0.0337","AMH|NRG1|CARD9|CD8A|TNF|MME","55687","17869|17938|18139|17806|18010|18109","6.3E-4","","DOID:5295","0.14723700991286615","0"
"106","4","GO Biological Process","","Digestion","0.0341","PPARGC1A|TLR9|ADM2|LDLR","55687","17956|18148|17881|17878","0.0018","","GO:0007586","0.14672456210075022","0"
"180","5","GO Biological Process","","Lung development","0.0341","WNT5A|ACE|NOS3|ADA|MME","55687","17812|17896|18013|17926|18109","0.0018","","GO:0030324","0.14672456210075022","0"
