"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"17","3","GO Molecular Function","","interleukin-1 receptor binding","0.0257","IL1RN|TLR9|TLR5","40149","17794|18148|17845","1.5E-4","","GO:0005149","0.15900668766687054","0"
"1572","18","GO Biological Process","","Cellular response to stress","0.0258","MIF|RIPK3|MPO|RORA|WNT5A|PPARGC1A|PPARG|NOS3|PPARGC1B|NLRP3|ARG1|SGK1|CARD9|TRPM2|TNF|HMGA1|TRPV4|TRIB3","40149","17803|18121|17785|17821|17812|17956|18040|18013|17776|17857|18034|17917|18139|17773|18010|17914|17875|18097","0.0013","","GO:0033554","0.158838029403677","0"
"712","11","GO Biological Process","","Regulation of cellular response to stress","0.0259","MIF|HGF|CCR7|WNT5A|F2RL1|MET|TLR9|CARD9|TRPM2|TNF|TRPV4","40149","17803|18130|17944|17812|17965|17860|18148|18139|17773|18010|17875","0.0013","","GO:0080135","0.15867002359187482","0"
"39","3","GO Biological Process","","Positive regulation of heart contraction","0.026","ADA|ADM2|ACE2","40149","17926|17881|17887","0.0014","","GO:0045823","0.1585026652029182","0"
"48","4","GO Molecular Function","","Coreceptor activity","0.0262","CCR5|CD28|CD86|CD8A","40149","18133|18067|18019|17806","1.5E-4","","GO:0015026","0.15816987086802545","0"
"2","2","GO Molecular Function","","Peptidyl-dipeptidase activity","0.0263","ACE|ACE2","40149","17896|17887","1.6E-4","","GO:0008241","0.15800442515102422","0"
"2084","24","GO Molecular Function","","Enzyme binding","0.0263","CEACAM1|MIF|PPARGC1A|PDE3B|PPARG|NRG1|ACE|ANGPT2|MET|CD28|DPP4|CD3E|ABCA1|PRKCZ|LILRB4|TNF|HMGA1|TRPV4|TRIB3|DOCK2|CYP2E1|AGAP2|LDLR|SOCS1","40149","18037|17803|17956|18049|18040|17938|17896|17908|17860|18067|17866|18151|17923|17983|18001|18010|17914|17875|18097|17950|17782|18082|17878|17932","1.7E-4","","GO:0019899","0.15800442515102422","0"
"2","2","GO Molecular Function","","Bradykinin receptor binding","0.0263","ACE|AGTR1","40149","17896|17911","1.6E-4","","GO:0031711","0.15800442515102422","0"
"152","5","GO Biological Process","","Cellular response to steroid hormone stimulus","0.0264","ACE|PPARGC1B|ARG1|NR3C2|SGK1","40149","17896|17776|18034|18079|17917","0.0014","","GO:0071383","0.15783960731301688","0"
"3785","33","GO Biological Process","","Transport","0.0266","CEACAM1|AQP9|GCK|CCR7|IL1RN|DNAJC27|PPARG|ACE|CCR5|MERTK|NOS3|ADORA2B|SLC19A1|MET|GATA2|DPP4|SGK1|RBP4|ADA|LCN2|ABCA1|PRKCZ|STEAP4|LILRB4|TRPM2|ACE2|TRPV4|DOCK2|NR4A1|AGAP2|LDLR|CCL5|ENPP1","40149","18037|18055|18112|17944|17794|17998|18040|17896|18133|18070|18013|17791|17827|17860|17842|17866|17917|17980|17926|17779|17923|17983|17797|18001|17773|17887|17875|17950|17884|18082|17878|17989|18004","0.0014","","GO:0006810","0.1575118363368933","0"
"502","9","GO Biological Process","","Monocarboxylic acid metabolic process","0.0266","MIF|GCK|GGT1|PPARGC1A|PPARG|NR5A2|DHRS9|CYP2E1|ACACA","40149","17803|18112|18106|17956|18040|17830|18142|17782|17920","0.0014","","GO:0032787","0.1575118363368933","0"
"89","4","GO Biological Process","","Positive regulation of lipid transport","0.027","MIF|PPARG|ABCA1|CYP19A1","40149","17803|18040|17923|18064","0.0014","","GO:0032370","0.15686362358410127","0"
"89","4","GO Biological Process","","Cholesterol homeostasis","0.027","RORA|NR5A2|ABCA1|LDLR","40149","17821|17830|17923|17878","0.0014","","GO:0042632","0.15686362358410127","0"
"89","4","GO Biological Process","","Regulation of fibroblast proliferation","0.027","MIF|WNT5A|PPARG|CD248","40149","17803|17812|18040|18115","0.0014","","GO:0048145","0.15686362358410127","0"
"313","7","GO Biological Process","","Cognition","0.027","S100B|CX3CR1|SGK1|PRKCZ|TNF|MME|LDLR","40149","17977|18145|17917|17983|18010|18109|17878","0.0014","","GO:0050890","0.15686362358410127","0"
"89","4","GO Biological Process","","Calcium ion transmembrane import into cytosol","0.027","CCR7|CCR5|TRPM2|TRPV4","40149","17944|18133|17773|17875","0.0014","","GO:0097553","0.15686362358410127","0"
"9","2","GO Biological Process","","Establishment of T cell polarity","0.0271","CCR7|DOCK2","40149","17944|17950","0.0014","","GO:0001768","0.15670307091255942","0"
"9","2","GO Biological Process","","Angiotensin maturation","0.0271","ACE|ACE2","40149","17896|17887","0.0014","","GO:0002003","0.15670307091255942","0"
"9","2","GO Biological Process","","Arginine catabolic process","0.0271","NOS3|ARG1","40149","18013|18034","0.0014","","GO:0006527","0.15670307091255942","0"
"229","6","GO Biological Process","","Response to toxic substance","0.0271","MPO|NOS3|ARG1|TNF|CCL5|CCL4","40149","17785|18013|18034|18010|17989|18100","0.0014","","GO:0009636","0.15670307091255942","0"
"9","2","GO Biological Process","","Regulation of activation of Janus kinase activity","0.0271","CCL5|SOCS1","40149","17989|17932","0.0014","","GO:0010533","0.15670307091255942","0"
"9","2","GO Biological Process","","Regulation of alkaline phosphatase activity","0.0271","PPARGC1B|TNF","40149","17776|18010","0.0014","","GO:0010692","0.15670307091255942","0"
"9","2","GO Biological Process","","CD4-positive, alpha-beta T cell proliferation","0.0271","CD28|CD3E","40149","18067|18151","0.0014","","GO:0035739","0.15670307091255942","0"
"9","2","GO Biological Process","","Hepatocyte growth factor receptor signaling pathway","0.0271","HGF|MET","40149","18130|17860","0.0014","","GO:0048012","0.15670307091255942","0"
"9","2","GO Biological Process","","Peyers patch development","0.0271","RORC|ADA","40149","17992|17926","0.0014","","GO:0048541","0.15670307091255942","0"
"40","3","GO Biological Process","","Regulation of type I interferon-mediated signaling pathway","0.0271","USP18|NLRC5|WNT5A","40149","17971|18085|17812","0.0015","","GO:0060338","0.15670307091255942","0"
"9","2","GO Biological Process","","Positive regulation of T-helper 2 cell cytokine production","0.0271","NLRP3|PRKCZ","40149","17857|17983","0.0014","","GO:2000553","0.15670307091255942","0"
"506","9","GO Biological Process","","Negative regulation of protein modification process","0.0272","CEACAM1|HGF|PPARG|PRKCZ|LILRB4|TNF|TRIB3|SOCS1|ENPP1","40149","18037|18130|18040|17983|18001|18010|18097|17932|18004","0.0015","","GO:0031400","0.15654310959658013","0"
"11","2","WikiPathways","","NAD metabolism, sirtuins and aging","0.0273","PPARG|SIRT3","40149","18040|17959","0.002","","WP3630","0.1563837352959244","0"
"45","3","WikiPathways","","T cell modulation in pancreatic cancer","0.0273","CD28|CD86|ARG1","40149","18067|18019|18034","0.002","","WP5078","0.1563837352959244","0"
"45","3","WikiPathways","","Prostaglandin synthesis and regulation","0.0273","PPARGC1A|PPARG|PPARGC1B","40149","17956|18040|17776","0.002","","WP98","0.1563837352959244","0"
"1214","18","Monarch Phenotype","","Abnormality of blood and blood-forming tissues","0.0274","MIF|USP18|GCK|MPO|IL1RN|MET|NLRP3|GATA2|CD3E|CARD9|ADA|ABCA1|SIRT3|LILRB4|CD8A|DOCK2|ABO|ENPP1","40149","17803|17971|18112|17785|17794|17860|17857|17842|18151|18139|17926|17923|17959|18001|17806|17950|18061|18004","6.07E-5","","HP:0001871","0.1562249437179612","0"
"507","9","GO Biological Process","","Positive regulation of apoptotic process","0.0275","RIPK3|WNT5A|PPARG|ACE|CD248|TNF|NR4A1|CCL5|DAPK2","40149","18121|17812|18040|17896|18115|18010|17884|17989|17836","0.0015","","GO:0043065","0.15606673061697374","0"
"24","3","DISEASES","","Ovarian dysfunction","0.0275","AMH|SHBG|CYP19A1","40149","17869|17788|18064","3.7E-4","","DOID:1414","0.15606673061697374","0"
"24","3","DISEASES","","Pneumonia","0.0275","CD8A|ACE2|TNF","40149","17806|17887|18010","3.7E-4","","DOID:552","0.15606673061697374","0"
"100","4","KEGG Pathways","","T cell receptor signaling pathway","0.0275","CD28|CD3E|CD8A|TNF","40149","18067|18151|17806|18010","0.0021","","hsa04660","0.15606673061697374","0"
"100","4","KEGG Pathways","","Glucagon signaling pathway","0.0275","GCK|PPARGC1A|PDE3B|ACACA","40149","18112|17956|18049|17920","0.0021","","hsa04922","0.15606673061697374","0"
"295","8","GO Molecular Function","","G protein-coupled receptor binding","0.0277","WNT5A|ACE|CCR2|CX3CR1|POMC|AGTR1|CCL5|CCL4","40149","17812|17896|18124|18145|17851|17911|17989|18100","1.9E-4","","GO:0001664","0.15575202309355513","0"
"66","4","Reactome Pathways","","Costimulation by the CD28 family","0.0278","CD28|CD86|CD3E|TRIB3","40149","18067|18019|18151|18097","4.9E-4","","HSA-388841","0.15559552040819238","0"
"19","3","GO Molecular Function","","Phosphatidylinositol 3-kinase regulator activity","0.0284","AGAP2|SOCS1|SOCS7","40149","18082|17932|17848","2.0E-4","","GO:0035014","0.15466816599529623","0"
"48","3","KEGG Pathways","","Cholesterol metabolism","0.0284","ABCA1|LDLR|ANGPTL8","40149","17923|17878|17902","0.0024","","hsa04979","0.15466816599529623","0"
"103","4","KEGG Pathways","","Toxoplasmosis","0.0284","CCR5|TNF|LDLR|SOCS1","40149","18133|18010|17878|17932","0.0024","","hsa05145","0.15466816599529623","0"
"411","8","GO Biological Process","","Generation of precursor metabolites and energy","0.0287","GCK|PPARGC1A|STEAP4|SIRT3|CYP19A1|POMC|GIPR|ENPP1","40149","18112|17956|17797|17959|18064|17851|17818|18004","0.0016","","GO:0006091","0.15421181032660075","0"
"25","3","DISEASES","","Female reproductive organ benign neoplasm","0.0289","AMH|NAPSA|SHBG","40149","17869|18022|17788","4.1E-4","","DOID:0060086","0.1539102157243452","0"
"4","2","DISEASES","","Left bundle branch hemiblock","0.0289","ACE|NR3C2","40149","17896|18079","4.0E-4","","DOID:10272","0.1539102157243452","0"
"25","3","DISEASES","","Congestive heart failure","0.0289","ACE|S100B|NR3C2","40149","17896|17977|18079","4.1E-4","","DOID:6000","0.1539102157243452","0"
"4","2","DISEASES","","Smallpox","0.0289","CD8A|DUSP14","40149","17806|17995","4.0E-4","","DOID:8736","0.1539102157243452","0"
"4","2","DISEASES","","Systolic heart failure","0.0289","ACE|NR3C2","40149","17896|18079","4.0E-4","","DOID:9651","0.1539102157243452","0"
"349","7","KEGG Pathways","","PI3K-Akt signaling pathway","0.029","OSM|HGF|NOS3|ANGPT2|MET|SGK1|NR4A1","40149","17935|18130|18013|17908|17860|17917|17884","0.0026","","hsa04151","0.1537602002101044","0"
"92","4","GO Biological Process","","Regulation of purine nucleotide metabolic process","0.0293","GCK|PPARGC1A|NOS3|ADORA2B","40149","18112|17956|18013|17791","0.0016","","GO:1900542","0.15331323796458904","0"
"92","4","GO Biological Process","","Positive regulation of neuron death","0.0293","WNT5A|TRPM2|TNF|SARM1","40149","17812|17773|18010|18058","0.0016","","GO:1901216","0.15331323796458904","0"
"188","6","Reactome Pathways","","Metabolism of vitamins and cofactors","0.0293","NOS3|SLC19A1|RBP4|LDLR|ACACA|ENPP1","40149","18013|17827|17980|17878|17920|18004","5.3E-4","","HSA-196854","0.15331323796458904","0"
"28","3","Reactome Pathways","","TRP channels","0.0293","RIPK3|TRPM2|TRPV4","40149","18121|17773|17875","5.5E-4","","HSA-3295583","0.15331323796458904","0"
"739","12","Reactome Pathways","","Metabolism of lipids","0.0293","GGT1|RORA|PPARGC1A|PPARG|PPARGC1B|ABCA1|CYP19A1|FITM2|POMC|TRIB3|CYP2E1|ACACA","40149","18106|17821|17956|18040|17776|17923|18064|18076|17851|18097|17782|17920","5.3E-4","","HSA-556833","0.15331323796458904","0"
"5","2","Reactome Pathways","","MET activates PTPN11","0.0293","HGF|MET","40149","18130|17860","5.5E-4","","HSA-8865999","0.15331323796458904","0"
"5","2","Reactome Pathways","","MET interacts with TNS proteins","0.0293","HGF|MET","40149","18130|17860","5.5E-4","","HSA-8875513","0.15331323796458904","0"
"497","11","Monarch Phenotype","","Total cholesterol measurement","0.0294","IL1RN|RORA|PPARG|SLC19A1|ABCA1|SHBG|LDLR|GIPR|SARM1|ANGPTL8|ABO","40149","17794|17821|18040|17827|17923|17788|17878|17818|18058|17902|18061","6.76E-5","","EFO:0004574","0.15316526695878427","0"
"1228","18","Monarch Phenotype","","Hemoglobin measurement","0.0295","RIPK3|GCK|IL1RN|RORA|PPARGC1A|PPARG|NRG1|MET|NR5A2|CARD9|SHBG|SIRT3|NRG4|SENP1|HMGA1|GIPR|DUSP14|ABO","40149","18121|18112|17794|17821|17956|18040|17938|17860|17830|18139|17788|17959|18118|18091|17914|17818|17995|18061","7.02E-5","","EFO:0004509","0.1530177984021837","0"
"130","5","TISSUES","","Endothelial cell","0.0298","RORA|ACE|NOS3|ANGPT2|GATA2","40149","17821|17896|18013|17908|17842","7.0E-4","","BTO:0001176","0.15257837359237447","0"
"2378","27","Monarch Phenotype","","Cardiovascular measurement","0.0298","AMH|GCK|MPO|RORA|NLRC5|PPARGC1A|PDE3B|PPARG|NRG1|PPARGC1B|MET|GATA2|ARG1|NR3C2|NR5A2|SGK1|ABCA1|SHBG|NRG4|TMEM26|DHRS9|LDLR|GIPR|SARM1|ANGPTL8|ABO|DAPK2","40149","17869|18112|17785|17821|18085|17956|18049|18040|17938|17776|17860|17842|18034|18079|17830|17917|17923|17788|18118|17809|18142|17878|17818|18058|17902|18061|17836","7.33E-5","","EFO:0004298","0.15257837359237447","0"
"123","5","UniProt Keywords","","Heme","0.0303","MPO|NOS3|STEAP4|CYP19A1|CYP2E1","40149","17785|18013|17797|18064|17782","5.5E-4","","KW-0349","0.1518557371497695","0"
"5040","42","UniProt Keywords","","Transmembrane helix","0.0303","CEACAM1|AQP9|CCR7|GGT1|ADAM28|PDE3B|NRG1|ACE|CCR2|CCR5|MERTK|F2RL1|ADORA2B|CD248|SLC19A1|MET|CD28|CD86|CX3CR1|DPP4|TLR9|CD3E|ABCA1|STEAP4|LILRB4|NRG4|CYP19A1|FITM2|TRPM2|TMEM26|CD8A|ACE2|TNF|AGTR1|TRPV4|MME|GPR84|LDLR|GIPR|ABO|TLR5|ENPP1","40149","18037|18055|17944|18106|18016|18049|17938|17896|18124|18133|18070|17965|17791|18115|17827|17860|18067|18019|18145|17866|18148|18151|17923|17797|18001|18118|18064|18076|17773|17809|17806|17887|18010|17911|17875|18109|18046|17878|17818|18061|17845|18004","5.5E-4","","KW-1133","0.1518557371497695","0"
"68","4","UniProt Keywords","","Host cell receptor for virus entry","0.0303","CCR5|CD86|ACE2|LDLR","40149","18133|18019|17887|17878","5.4E-4","","KW-1183","0.1518557371497695","0"
"42","3","GO Biological Process","","Positive regulation of immunoglobulin mediated immune response","0.0304","TBX21|CD28|TNF","40149","17893|18067|18010","0.0017","","GO:0002891","0.15171264163912462","0"
"42","3","GO Biological Process","","Regulation of protein autophosphorylation","0.0304","NRG1|ACE|ENPP1","40149","17938|17896|18004","0.0017","","GO:0031952","0.15171264163912462","0"
"42","3","GO Biological Process","","Positive regulation of JUN kinase activity","0.0304","WNT5A|TLR9|TNF","40149","17812|18148|18010","0.0017","","GO:0043507","0.15171264163912462","0"
"93","4","GO Biological Process","","Regulation of anion transport","0.0304","MIF|ARG1|ACE2|TNF","40149","17803|18034|17887|18010","0.0017","","GO:0044070","0.15171264163912462","0"
"42","3","GO Biological Process","","Plasma lipoprotein particle organization","0.0304","MPO|ABCA1|AGTR1","40149","17785|17923|17911","0.0017","","GO:0071827","0.15171264163912462","0"
"12","2","WikiPathways","","Nanoparticle triggered regulated necrosis","0.0305","RIPK3|TNF","40149","18121|18010","0.0023","","WP2513","0.15157001606532142","0"
"966","13","GO Biological Process","","Phosphorylation","0.0307","RIPK3|AMH|GCK|WNT5A|MERTK|MET|TLR9|CD3E|SGK1|PRKCZ|ADM2|TRIB3|DAPK2","40149","18121|17869|18112|17812|18070|17860|18148|18151|17917|17983|17881|18097|17836","0.0017","","GO:0016310","0.15128616245228135","0"
"74","4","TISSUES","","Vascular endothelial cell","0.0307","RORA|ACE|NOS3|ANGPT2","40149","17821|17896|18013|17908","7.3E-4","","BTO:0001854","0.15128616245228135","0"
"24","3","COMPARTMENTS","","interleukin-12 complex","0.0311","CD86|CD8A|TNF","40149","18019|17806|18010","3.7E-4","","GOCC:0043514","0.15072396109731626","0"
"238","6","GO Biological Process","","Tissue homeostasis","0.0311","NAPSA|NOS3|GATA2|TLR9|RBP4|ACACA","40149","18022|18013|17842|18148|17980|17920","0.0017","","GO:0001894","0.15072396109731626","0"
"10","2","GO Biological Process","","Negative regulation of cholesterol storage","0.0311","PPARG|ABCA1","40149","18040|17923","0.0017","","GO:0010887","0.15072396109731626","0"
"10","2","GO Biological Process","","Negative regulation of muscle adaptation","0.0311","PPARG|NOS3","40149","18040|18013","0.0017","","GO:0014745","0.15072396109731626","0"
"94","4","GO Biological Process","","Regulation of fatty acid metabolic process","0.0311","CEACAM1|PPARGC1A|PPARG|TRIB3","40149","18037|17956|18040|18097","0.0017","","GO:0019217","0.15072396109731626","0"
"10","2","GO Biological Process","","Positive regulation of lipopolysaccharide-mediated signaling pathway","0.0311","MIF|LY86","40149","17803|17905","0.0017","","GO:0031666","0.15072396109731626","0"
"10","2","GO Biological Process","","Negative regulation of collagen biosynthetic process","0.0311","PPARG|NPPC","40149","18040|18031","0.0017","","GO:0032966","0.15072396109731626","0"
"10","2","GO Biological Process","","Response to vitamin E","0.0311","PPARG|ARG1","40149","18040|18034","0.0017","","GO:0033197","0.15072396109731626","0"
"10","2","GO Biological Process","","Positive regulation of isotype switching to IgG isotypes","0.0311","TBX21|CD28","40149","17893|18067","0.0017","","GO:0048304","0.15072396109731626","0"
"10","2","GO Biological Process","","Negative regulation of thymocyte apoptotic process","0.0311","RORC|ADA","40149","17992|17926","0.0017","","GO:0070244","0.15072396109731626","0"
"10","2","GO Biological Process","","Regulation of gap junction assembly","0.0311","ACE|ACE2","40149","17896|17887","0.0017","","GO:1903596","0.15072396109731626","0"
"10","2","GO Biological Process","","Positive regulation of glial cell migration","0.0311","CCR2|CX3CR1","40149","18124|18145","0.0017","","GO:1903977","0.15072396109731626","0"
"10","2","GO Biological Process","","Positive regulation of chemokine (C-X-C motif) ligand 2 production","0.0311","MIF|TNF","40149","17803|18010","0.0017","","GO:2000343","0.15072396109731626","0"
"10","2","GO Biological Process","","Positive regulation of CD4-positive, alpha-beta T cell proliferation","0.0311","CD28|CD3E","40149","18067|18151","0.0017","","GO:2000563","0.15072396109731626","0"
"852","12","GO Biological Process","","Regulation of protein localization","0.0314","GCK|WNT5A|DNAJC27|PPARG|F2RL1|RBP4|PRKCZ|LILRB4|TRPM2|TNF|GIPR|CCL5","40149","18112|17812|17998|18040|17965|17980|17983|18001|17773|18010|17818|17989","0.0018","","GO:0032880","0.15030703519267852","0"
"43","3","GO Biological Process","","Cellular extravasation","0.0314","CCR2|CX3CR1|TNF","40149","18124|18145|18010","0.0018","","GO:0045123","0.15030703519267852","0"
"159","6","GO Cellular Component","","Specific granule","0.0323","CEACAM1|ARG1|LCN2|TRPM2|DOCK2|GPR84","40149","18037|18034|17779|17773|17950|18046","2.2E-4","","GO:0042581","0.1490797477668897","0"
"101","5","GO Molecular Function","","Steroid binding","0.0325","RORA|RORC|NR3C2|ABCA1|SHBG","40149","17821|17992|18079|17923|17788","2.3E-4","","GO:0005496","0.14881166390211256","0"
"4","2","COMPARTMENTS","","XRCC2-RAD51D complex","0.0326","CCR7|CD28","40149","17944|18067","4.0E-4","","GOCC:0033064","0.14867823999320612","0"
"719","12","COMPARTMENTS","","Secretory granule","0.0328","CEACAM1|MIF|HGF|MPO|NAPSA|ARG1|LCN2|TRPM2|POMC|MME|DOCK2|GPR84","40149","18037|17803|18130|17785|18022|18034|17779|17773|17851|18109|17950|18046","4.1E-4","","GOCC:0030141","0.14841261562883207","0"
"96","4","GO Biological Process","","Cellular response to alcohol","0.0328","PPARG|ACE|SGK1|ACACA","40149","18040|17896|17917|17920","0.0018","","GO:0097306","0.14841261562883207","0"
"163","5","GO Biological Process","","Organic hydroxy compound transport","0.0329","CEACAM1|AQP9|RBP4|ABCA1|LDLR","40149","18037|18055|17980|17923|17878","0.0019","","GO:0015850","0.14828041020500257","0"
"329","7","GO Biological Process","","Lipid transport","0.0332","CEACAM1|AQP9|PPARG|ACE|RBP4|ABCA1|LDLR","40149","18037|18055|18040|17896|17980|17923|17878","0.0019","","GO:0006869","0.14788619162959638","0"
"181","6","COMPARTMENTS","","Membrane raft","0.0336","NOS3|ABCA1|CD8A|ACE2|TNF|MME","40149","18013|17923|17806|17887|18010|18109","4.4E-4","","GOCC:0045121","0.14736607226101558","0"
"13","2","WikiPathways","","Transcriptional cascade regulating adipogenesis","0.0345","PPARG|GATA2","40149","18040|17842","0.0027","","WP4211","0.1462180904926726","0"
"13","2","WikiPathways","","Control of immune tolerance by vasoactive intestinal peptide","0.0345","CD28|CD86","40149","18067|18019","0.0027","","WP4484","0.1462180904926726","0"
"166","5","GO Biological Process","","Receptor-mediated endocytosis","0.0351","CEACAM1|DPP4|LILRB4|ACE2|LDLR","40149","18037|17866|18001|17887|17878","0.002","","GO:0006898","0.1454692883534176","0"
"98","4","GO Biological Process","","Epithelial cell migration","0.0351","WNT5A|NOS3|DPP4|NR4A1","40149","17812|18013|17866|17884","0.002","","GO:0010631","0.1454692883534176","0"
"98","4","GO Biological Process","","Regulation of steroid metabolic process","0.0351","RORA|RORC|TNF|LDLR","40149","17821|17992|18010|17878","0.002","","GO:0019218","0.1454692883534176","0"
"45","3","GO Biological Process","","Positive regulation of B cell proliferation","0.0351","MIF|TLR9|ADA","40149","17803|18148|17926","0.002","","GO:0030890","0.1454692883534176","0"
"45","3","GO Biological Process","","Regulation of activated T cell proliferation","0.0351","RIPK3|ARG1|LILRB4","40149","18121|18034|18001","0.002","","GO:0046006","0.1454692883534176","0"
"45","3","GO Biological Process","","Positive regulation of receptor signaling pathway via JAK-STAT","0.0351","TNF|AGAP2|CCL5","40149","18010|18082|17989","0.002","","GO:0046427","0.1454692883534176","0"
"11","2","GO Biological Process","","Receptor-mediated endocytosis of virus by host cell","0.0352","DPP4|ACE2","40149","17866|17887","0.002","","GO:0019065","0.1453457336521869","0"
"11","2","GO Biological Process","","Positive thymic T cell selection","0.0352","CD3E|DOCK2","40149","18151|17950","0.002","","GO:0045059","0.1453457336521869","0"
"11","2","GO Biological Process","","Thymocyte apoptotic process","0.0352","WNT5A|ADA","40149","17812|17926","0.002","","GO:0070242","0.1453457336521869","0"
"11","2","GO Biological Process","","Endothelial cell apoptotic process","0.0352","CD248|TNF","40149","18115|18010","0.002","","GO:0072577","0.1453457336521869","0"
"17","3","STRING Clusters","","Toll/interleukin-1 receptor homology (TIR) domain","0.0352","TLR9|SARM1|TLR5","40149","18148|18058|17845","1.5E-4","","CL:16732","0.1453457336521869","0"
"33","3","TISSUES","","Aorta endothelium","0.0354","RIPK3|NOS3|TRPV4","40149","18121|18013|17875","8.6E-4","","BTO:0000394","0.14509967379742122","0"
"167","5","GO Biological Process","","Regulation of muscle contraction","0.0357","ADORA2B|ADA|ACE2|TRPV4|NR4A1","40149","17791|17926|17887|17875|17884","0.0021","","GO:0006937","0.1447331783887807","0"
"99","4","GO Biological Process","","Positive regulation of endocytosis","0.0357","WNT5A|PPARG|F2RL1|GATA2","40149","17812|18040|17965|17842","0.0021","","GO:0045807","0.1447331783887807","0"
"99","4","GO Biological Process","","Regulation of protein tyrosine kinase activity","0.0357","NRG1|ACE|LILRB4|CCL5","40149","17938|17896|18001|17989","0.0021","","GO:0061097","0.1447331783887807","0"
"8195","60","COMPARTMENTS","","Cytoplasm","0.0359","CEACAM1|MIF|USP18|RIPK3|HGF|GCK|MPO|CCR7|NAPSA|IL1RN|NLRC5|WNT5A|PPARGC1A|PDE3B|PPARG|ACE|S100B|CCR2|CCR5|MERTK|F2RL1|NOS3|PPARGC1B|NLRP3|GATA2|ARG1|NR3C2|STAT4|DPP4|TLR9|SGK1|CARD9|ADA|LCN2|ABCA1|PRKCZ|IRF4|SIRT3|CYP19A1|FITM2|TRPM2|POMC|DHRS9|ACE2|SENP1|TRIB3|MME|DOCK2|CYP2E1|NR4A1|AGAP2|GPR84|LDLR|SARM1|ABO|ACACA|DAPK2|SOCS1|ENPP1|SOCS7","40149","18037|17803|17971|18121|18130|18112|17785|17944|18022|17794|18085|17812|17956|18049|18040|17896|17977|18124|18133|18070|17965|18013|17776|17857|17842|18034|18079|17953|17866|18148|17917|18139|17926|17779|17923|17983|18103|17959|18064|18076|17773|17851|18142|17887|18091|18097|18109|17950|17782|17884|18082|18046|17878|18058|18061|17920|17836|17932|18004|17848","5.0E-4","","GOCC:0005737","0.14449055514216808","0"
"168","5","GO Biological Process","","Negative regulation of MAPK cascade","0.0365","PPARG|F2RL1|TLR9|LILRB4|ACE2","40149","18040|17965|18148|18001|17887","0.0021","","GO:0043409","0.14377071355435253","0"
"6","2","Reactome Pathways","","MET Receptor Activation","0.0365","HGF|MET","40149","18130|17860","7.4E-4","","HSA-6806942","0.14377071355435253","0"
"6","2","Reactome Pathways","","MET activates PI3K/AKT signaling","0.0365","HGF|MET","40149","18130|17860","7.4E-4","","HSA-8851907","0.14377071355435253","0"
"46","3","GO Biological Process","","Trabecula morphogenesis","0.0366","NRG1|PPARGC1B|RBP4","40149","17938|17776|17980","0.0021","","GO:0061383","0.14365189146055896","0"
"5","2","DISEASES","","Middle East respiratory syndrome","0.0373","DPP4|ACE2","40149","17866|17887","5.5E-4","","DOID:0080642","0.14282911681913124","0"
"5","2","DISEASES","","Pulmonary edema","0.0373","ACE2|TNF","40149","17887|18010","5.5E-4","","DOID:11396","0.14282911681913124","0"
"5","2","DISEASES","","Anovulation","0.0373","AMH|SHBG","40149","17869|17788","5.5E-4","","DOID:3781","0.14282911681913124","0"
"28","3","DISEASES","","Juvenile rheumatoid arthritis","0.0373","MIF|STAT4|TNF","40149","17803|17953|18010","5.5E-4","","DOID:676","0.14282911681913124","0"
"684","11","UniProt Keywords","","Activator","0.0377","TBX21|RORA|PPARGC1A|PPARG|PPARGC1B|RORC|NLRP3|GATA2|STAT4|NR5A2|IRF4","40149","17893|17821|17956|18040|17776|17992|17857|17842|17953|17830|18103","9.8E-4","","KW-0010","0.14236586497942072","0"
"7068","53","UniProt Keywords","","Membrane","0.0377","CEACAM1|RIPK3|AQP9|CCR7|GGT1|ADAM28|PDE3B|NRG1|ACE|CCR2|CCR5|MERTK|F2RL1|NOS3|ADORA2B|CD248|SLC19A1|MET|CD28|CD86|NLRP3|NR3C2|CX3CR1|DPP4|TLR9|CD3E|SGK1|ADA|ABCA1|PRKCZ|STEAP4|LILRB4|NRG4|CYP19A1|FITM2|TRPM2|TMEM26|CD8A|DHRS9|ACE2|TNF|AGTR1|TRPV4|MME|DOCK2|CYP2E1|GPR84|LDLR|GIPR|ABO|TLR5|ENPP1|SOCS7","40149","18037|18121|18055|17944|18106|18016|18049|17938|17896|18124|18133|18070|17965|18013|17791|18115|17827|17860|18067|18019|17857|18079|18145|17866|18148|18151|17917|17926|17923|17983|17797|18001|18118|18064|18076|17773|17809|17806|18142|17887|18010|17911|17875|18109|17950|17782|18046|17878|17818|18061|17845|18004|17848","9.0E-4","","KW-0472","0.14236586497942072","0"
"7","2","UniProt Keywords","","Pseudohermaphroditism","0.0377","AMH|CYP19A1","40149","17869|18064","9.4E-4","","KW-0657","0.14236586497942072","0"
"32","3","Reactome Pathways","","Nuclear signaling by ERBB4","0.0377","NRG1|S100B|NRG4","40149","17938|17977|18118","7.9E-4","","HSA-1251985","0.14236586497942072","0"
"101","4","GO Biological Process","","Pattern recognition receptor signaling pathway","0.038","NLRP3|TLR9|TNF|TLR5","40149","17857|18148|18010|17845","0.0022","","GO:0002221","0.142021640338319","0"
